"Date","Level","Slope","Curvature"
2008-08-29,4.31526033787911,-2.59760966992052,7.11649132222489
2008-09-30,4.27639355978379,-2.95919035966264,7.71881989590111
2008-10-31,4.22096545561237,-3.52038476458958,8.69693770795274
2008-11-28,4.19956553752394,-4.03001579895713,9.28853841283944
2008-12-31,4.19932167822198,-4.25790000681807,9.30567392035731
2009-01-30,4.18601672530804,-4.16767535028933,9.12568016795377
2009-02-27,4.15564035444075,-4.03776788784302,8.99413101457147
2009-03-31,4.15768056559569,-4.07102403021158,8.89409717166338
2009-04-30,4.13372134778415,-4.14732537175706,9.05940731392859
2009-05-29,4.09442187674503,-4.10860437821321,9.19065823281267
2009-06-30,4.0395141327039,-3.99979779366158,9.28901377999431
2009-07-31,3.98782086459268,-4.0113858129167,9.52944879715447
2009-08-31,3.9462146109799,-4.00978406491992,9.68375447089836
2009-09-30,3.90555831587347,-4.02170133521877,9.82864104847883
2009-10-30,3.86764899883017,-4.02093097270682,9.97947066170431
2009-11-30,3.86212409678047,-4.047204937385,10.0127434132209
2009-12-31,3.79785233860698,-3.91052776032031,10.1702652988739
